local_filename,local_version,local_name,sha256_16char,classification,exact_ledger_match,other_ledger_versions
"20260609000004_webhook_outbox_action_check_expand.sql","20260609000004","webhook_outbox_action_check_expand","7c0d6df82547a908","B_DUPLICATE_LEDGER_ROWS","20260609000004","20260610012511"
"20260611000000_voice_turn_sessions.sql","20260611000000","voice_turn_sessions","96f4a7fa7ec62f09","B_DUPLICATE_LEDGER_ROWS","20260611000000","20260628235155"
"20260616000001_firm_files_links_and_sections.sql","20260616000001","firm_files_links_and_sections","aa8f56522cebecb6","B_DUPLICATE_LEDGER_ROWS","20260616000001","20260616190231"
"20260616000002_firm_lawyers_disabled.sql","20260616000002","firm_lawyers_disabled","e92a83d4f3804b0c","B_DUPLICATE_LEDGER_ROWS","20260616000002","20260616195645"
"20260617000001_firm_onboarding_customer_base.sql","20260617000001","firm_onboarding_customer_base","076ca6846b259e96","A_EXACT_MATCH","20260617000001",""
"20260617000002_firm_onboarding_v2_fields.sql","20260617000002","firm_onboarding_v2_fields","07ba242124d38501","B_DUPLICATE_LEDGER_ROWS","20260617000002","20260618002440"
"20260617000003_screened_leads_archive.sql","20260617000003","screened_leads_archive","a0d172ca71b5a557","B_DUPLICATE_LEDGER_ROWS","20260617000003","20260617183933"
"20260623000001_approval_rpc_atomic.sql","20260623000001","approval_rpc_atomic","d0bbe63e4d31c06b","B_DUPLICATE_LEDGER_ROWS","20260623000001","20260624005320"
"20260623000002_content_approval.sql","20260623000002","content_approval","13b4015f5f67af13","B_DUPLICATE_LEDGER_ROWS","20260623000002","20260623214957"
"20260623000003_content_approval_rls_lockdown.sql","20260623000003","content_approval_rls_lockdown","2af875b5d834ab4c","B_DUPLICATE_LEDGER_ROWS","20260623000003","20260623225040"
"20260623000004_deliverables_article_meta.sql","20260623000004","deliverables_article_meta","5c7c1e7b29280782","A_EXACT_MATCH","20260623000004",""
"20260623000005_deliverables_review_notified_at.sql","20260623000005","deliverables_review_notified_at","827fc48cefe3729f","A_EXACT_MATCH","20260623000005",""
"20260623000006_firm_analytics_config.sql","20260623000006","firm_analytics_config","6e52d77ac9a2252f","A_EXACT_MATCH","20260623000006",""
"20260623000007_intake_attachments_private.sql","20260623000007","intake_attachments_private","219d1b9696b43ce9","B_DUPLICATE_LEDGER_ROWS","20260623000007","20260623235317"
"20260623000008_intake_firms_is_demo.sql","20260623000008","intake_firms_is_demo","30bbb36db0779d83","B_DUPLICATE_LEDGER_ROWS","20260623000008","20260624015747"
"20260623000009_matter_messages_threading.sql","20260623000009","matter_messages_threading","a6b45bc3f1e6870f","B_DUPLICATE_LEDGER_ROWS","20260623000009","20260623213534"
"20260624000001_content_periods.sql","20260624000001","content_periods","818cd60dfa5bbd3b","B_DUPLICATE_LEDGER_ROWS","20260624000001","20260624173013"
"20260624000002_content_plan_settings.sql","20260624000002","content_plan_settings","fd30fd77576957bc","B_DUPLICATE_LEDGER_ROWS","20260624000002","20260624181016"
"20260624000003_content_studio_foundation.sql","20260624000003","content_studio_foundation","8f926449a8c052f4","A_EXACT_MATCH","20260624000003",""
"20260624000004_deliverables_kicker.sql","20260624000004","deliverables_kicker","46f6414fb127998d","A_EXACT_MATCH","20260624000004",""
"20260624000005_force_rls_three_pii_tables.sql","20260624000005","force_rls_three_pii_tables","eeed6a100302ab98","B_DUPLICATE_LEDGER_ROWS","20260624000005","20260624145957"
"20260624000006_notification_outbox_deliverable_events.sql","20260624000006","notification_outbox_deliverable_events","5c78b7f7853f9882","B_DUPLICATE_LEDGER_ROWS","20260624000006","20260624131132"
"20260624000007_operator_firm_messaging.sql","20260624000007","operator_firm_messaging","69c6a14a2e5fc2b0","B_DUPLICATE_LEDGER_ROWS","20260624000007","20260624132001"
"20260624000008_operator_firm_messages_context.sql","20260624000008","operator_firm_messages_context","61cae93407a678c3","B_DUPLICATE_LEDGER_ROWS","20260624000008","20260624173258"
"20260624000009_operator_firm_messaging_phase2.sql","20260624000009","operator_firm_messaging_phase2","7a4f30952d7dcf59","B_DUPLICATE_LEDGER_ROWS","20260624000009","20260624145310"
"20260625000001_agency_crm.sql","20260625000001","agency_crm","23178f4395d22bac","B_DUPLICATE_LEDGER_ROWS","20260625000001","20260625184449"
"20260625000002_firm_about_explainer.sql","20260625000002","firm_about_explainer","f9f117b3d2de8de2","B_DUPLICATE_LEDGER_ROWS","20260625000002","20260625215747"
"20260625000003_firm_about_links.sql","20260625000003","firm_about_links","ceae63f4530749f8","B_DUPLICATE_LEDGER_ROWS","20260625000003","20260625222355"
"20260625000004_firm_onboarding_v2_phase1_bing_apple_fees.sql","20260625000004","firm_onboarding_v2_phase1_bing_apple_fees","3b82eecf88d99a52","A_EXACT_MATCH","20260625000004",""
"20260625000005_intake_firms_read_scoring_port.sql","20260625000005","intake_firms_read_scoring_port","e2ccd5110585e4fa","B_DUPLICATE_LEDGER_ROWS","20260625000005","20260626031528"
